level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	32	1	3	0	1832	2254	1091	52	-1	
5	1	32	1	3	1	1832	2255	83	50	95	(74)
5	1	32	1	3	2	1927	2256	186	50	95	Attorney,
5	1	32	1	3	3	2129	2256	132	50	94	Agent,
5	1	32	1	3	4	2282	2269	46	25	92	or
5	1	32	1	3	5	2340	2254	315	40	81	Firm-Neustel
5	1	32	1	3	6	2672	2256	90	38	96	Law
5	1	32	1	3	7	2777	2254	146	40	96	Offices
2	1	33	0	0	0	1832	2373	769	51	-1	
3	1	33	1	0	0	1832	2373	769	51	-1	
4	1	33	1	1	0	1832	2373	769	51	-1	
5	1	33	1	1	1	1832	2373	83	51	96	(57)
5	1	33	1	1	2	2318	2374	283	38	96	ABSTRACT
2	1	34	0	0	0	1829	2566	1265	488	-1	
3	1	34	1	0	0	1829	2566	1265	488	-1	
4	1	34	1	1	0	1829	2566	1263	52	-1	
5	1	34	1	1	1	1829	2568	65	38	96	An
5	1	34	1	1	2	1903	2566	234	52	96	endoscopic
5	1	34	1	1	3	2148	2566	79	40	96	bite
5	1	34	1	1	4	2237	2566	117	40	96	block
5	1	34	1	1	5	2365	2573	143	45	96	system
5	1	34	1	1	6	2520	2566	60	40	96	for
5	1	34	1	1	7	2590	2566	214	52	96	increasing
5	1	34	1	1	8	2814	2566	63	40	96	the
5	1	34	1	1	9	2889	2566	119	52	96	speed
5	1	34	1	1	10	3017	2566	75	40	96	and
4	1	34	1	2	0	1830	2629	1262	52	-1	
5	1	34	1	2	1	1830	2629	203	52	96	efficiency
5	1	34	1	2	2	2051	2629	47	40	96	of
5	1	34	1	2	3	2110	2643	48	26	96	an
5	1	34	1	2	4	2175	2629	234	52	95	endoscopic
5	1	34	1	2	5	2425	2629	221	52	96	procedure.
5	1	34	1	2	6	2666	2629	79	40	95	The
5	1	34	1	2	7	2763	2629	232	52	94	endoscopic
5	1	34	1	2	8	3013	2629	79	40	96	bite
4	1	34	1	3	0	1829	2691	1262	51	-1	
5	1	34	1	3	1	1829	2691	117	39	95	block
5	1	34	1	3	2	1969	2697	144	45	95	system
5	1	34	1	3	3	2136	2691	171	39	95	includes
5	1	34	1	3	4	2332	2704	22	26	95	a
5	1	34	1	3	5	2376	2691	93	39	96	base
5	1	34	1	3	6	2490	2691	175	39	95	member
5	1	34	1	3	7	2686	2691	197	51	96	including
5	1	34	1	3	8	2906	2704	22	26	95	a
5	1	34	1	3	9	2950	2691	141	39	96	central
4	1	34	1	4	0	1830	2754	1264	51	-1	
5	1	34	1	4	1	1830	2754	168	51	94	opening
5	1	34	1	4	2	2012	2754	76	39	94	and
5	1	34	1	4	3	2100	2760	37	33	95	at
5	1	34	1	4	4	2151	2754	96	39	95	least
5	1	34	1	4	5	2261	2767	73	26	95	one
5	1	34	1	4	6	2348	2754	90	39	96	tube
5	1	34	1	4	7	2452	2754	239	48	95	attachment,
5	1	34	1	4	8	2709	2767	22	26	96	a
5	1	34	1	4	9	2745	2754	160	39	95	channel
5	1	34	1	4	10	2919	2754	175	39	95	member
4	1	34	1	5	0	1830	2817	1261	51	-1	
5	1	34	1	5	1	1830	2817	252	51	89	latitudinally
5	1	34	1	5	2	2092	2817	205	51	95	extending
5	1	34	1	5	3	2307	2817	101	39	95	from
5	1	34	1	5	4	2418	2830	48	26	96	an
5	1	34	1	5	5	2474	2823	109	33	96	outer
5	1	34	1	5	6	2591	2817	97	51	94	edge
5	1	34	1	5	7	2698	2817	48	39	96	of
5	1	34	1	5	8	2749	2817	63	39	95	the
5	1	34	1	5	9	2822	2817	141	39	95	central
5	1	34	1	5	10	2974	2830	117	38	93	open-
4	1	34	1	6	0	1830	2878	1261	52	-1	
5	1	34	1	6	1	1830	2878	65	52	96	ing
5	1	34	1	6	2	1908	2878	74	40	95	and
5	1	34	1	6	3	1993	2892	22	26	96	a
5	1	34	1	6	4	2029	2884	97	46	96	strap
5	1	34	1	6	5	2138	2878	173	40	95	member
5	1	34	1	6	6	2321	2878	222	52	94	removably
5	1	34	1	6	7	2556	2878	175	40	96	attached
5	1	34	1	6	8	2740	2885	39	33	95	to
5	1	34	1	6	9	2791	2878	63	40	96	the
5	1	34	1	6	10	2866	2878	93	40	96	base
5	1	34	1	6	11	2970	2892	121	26	95	mem-
4	1	34	1	7	0	1829	2941	1263	52	-1	
5	1	34	1	7	1	1829	2941	74	49	95	ber,
5	1	34	1	7	2	1923	2941	170	40	95	wherein
5	1	34	1	7	3	2109	2941	63	40	95	the
5	1	34	1	7	4	2190	2947	98	46	95	strap
5	1	34	1	7	5	2306	2941	174	40	96	member
5	1	34	1	7	6	2494	2941	222	52	96	removably
5	1	34	1	7	7	2735	2941	166	40	96	attaches
5	1	34	1	7	8	2919	2941	64	40	96	the
5	1	34	1	7	9	2999	2941	93	40	96	base
4	1	34	1	8	0	1829	3003	753	51	-1	
5	1	34	1	8	1	1829	3003	173	39	96	member
5	1	34	1	8	2	2015	3009	38	33	95	to
5	1	34	1	8	3	2068	3003	63	39	96	the
5	1	34	1	8	4	2145	3003	135	39	95	mouth
5	1	34	1	8	5	2294	3003	48	39	96	of
5	1	34	1	8	6	2351	3003	63	39	96	the
5	1	34	1	8	7	2428	3003	154	51	95	patient.
2	1	35	0	0	0	2141	3154	639	50	-1	
3	1	35	1	0	0	2141	3154	639	50	-1	
4	1	35	1	1	0	2141	3154	639	50	-1	
5	1	35	1	1	1	2141	3154	49	38	96	20
5	1	35	1	1	2	2207	3154	168	47	96	Claims,
5	1	35	1	1	3	2391	3154	23	38	95	5
5	1	35	1	1	4	2431	3154	193	50	96	Drawing
5	1	35	1	1	5	2640	3154	140	38	96	Sheets
2	1	36	0	0	0	914	3296	1716	1321	-1	
3	1	36	1	0	0	914	3296	1716	1321	-1	
4	1	36	1	1	0	914	3296	1716	1321	-1	
5	1	36	1	1	1	914	3296	1716	1321	95	 
1	2	0	0	0	0	0	0	3600	4950	-1	
2	2	1	0	0	0	461	325	2627	94	-1	
